nome_normalizado,ordem_pessoa,estado,diario,data_publicacao,ano,tipo_ato,nome,nome_original_csv,spacy_pessoa,spacy_entidades,cargo,orgao,caderno,fonte_url,arquivo_markdown,arquivo_csv,linha_csv,ato_anterior,data_anterior,cargo_anterior,orgao_anterior,dias_desde_anterior,retorno_apos_exoneracao,data_exoneracao_anterior,cargo_exoneracao_anterior,orgao_exoneracao_anterior,dias_desde_exoneracao,mudou_cargo_desde_exoneracao,mudou_orgao_desde_exoneracao,marco_governo,data_marco_governo,dias_desde_marco_governo
JAQUELINE LIEBELT EBERHARD,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2023-12-12,2023,nomeacao,JAQUELINE LIEBELT EBERHARD,JAQUELINE LIEBELT EBERHARD,sim,JAQUELINE LIEBELT EBERHARD:MISC|Jaqueline Liebelt Eberhard:PER,para exercer o Cargo de Confiança de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtWSk5FMVZTa1ZTYTBsMFQxUlZlbEpETURCTlZFRTBURlZKTlU5RlZYUlNWRTVEVDBSS1JFMXFWVEZOYW1zd1RWUmpNMDU2VlRCT2FtY3lUVkU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2023\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2023-12-12.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2023.csv,389,,,,,,nao,,,,,,,,,
JAQUELINE LIEBELT EBERHARD,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-05-22,2025,nomeacao,JAQUELINE LIEBELT EBERHARD,JAQUELINE LIEBELT EBERHARD,sim,JAQUELINE LIEBELT EBERHARD:MISC|Jaqueline Liebelt Eberhard:PER,para exercer o cargo em comissão de Assistente II,da Subsecretaria Adjunta de Projetos Especiais,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSamQwNXFTVEJQVlVWMFRsUldSMUZwTURCT1ZHTjRURlZKTlU1clNYUlNha0UwVGtSc1JrMVZWVE5TYW1NMVRWUmpNMDU2VlhoT1ZHc3dUVkU5UFE9PQ==,LAKE\RJ\2025\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-05-22.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5921,nomeacao,2023-12-12,para exercer o Cargo de Confiança de Assessor,,527,nao,,,,,,,,,
JAQUELINE LIEBELT EBERHARD,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-04-17,2026,exoneracao,JAQUELINE LIEBELT EBERHARD,JAQUELINE LIEBELT EBERHARD,sim,JAQUELINE LIEBELT EBERHARD:MISC|Jaqueline Liebelt Eberhard:PER,do cargo em comissão de Assistente II,da Subsecretaria Adjunta de Projetos Especiais,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VDBWV1JrNVVRa1ZQUlZGMFVsUlNSVTVETURCUFZHUkVURlJyTkU1clJYUlBSVXBEVVhwamVrMTZhelJQUkVaRFRWUmpNMDU2VlhkT2VrRTFUWGM5UFE9PQ==,LAKE\RJ\2026\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-04-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,430,nomeacao,2025-05-22,para exercer o cargo em comissão de Assistente II,da Subsecretaria Adjunta de Projetos Especiais,330,nao,,,,,,,,,
JAQUELINE OLIVEIRA DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-11,2026,nomeacao,JAQUELINE OLIVEIRA DA SILVA,JAQUELINE OLIVEIRA DA SILVA,sim,JAQUELINE OLIVEIRA DA SILVA:MISC|Jaqueline Oliveira Da Silva:PER,para exercer o cargo em comissão de Ajudante I,da Fundação Leão XIII -FLXIII,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSck1GRlZSa1pPVlUxMFRYcE5lRTU1TURCUmVra3dURlZHUkU0d1JYUk9WVlV4VGtSSk5FNXFVVEJPYWxaSFRWUmpNMDU2VlhkUFZHYzBUa0U5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2200,,,,,,nao,,,,,,,,,
JAQUELINE OLIVEIRA DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-11,2026,nomeacao,JAQUELINE OLIVEIRA DA SILVA,JAQUELINE OLIVEIRA DA SILVA,sim,JAQUELINE OLIVEIRA DA SILVA:MISC|Jaqueline Oliveira Da Silva:PER,para exercer o cargo em comissão de Ajudante I,da Fundação Leão XIII - FLXIII,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VGtSck1GRlZSa1pPVlUxMFRYcE5lRTU1TURCUmVra3dURlZHUkU0d1JYUk9WVlV4VGtSSk5FNXFVVEJPYWxaSFRWUmpNMDU2VlhoTlZHTjRUVkU5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-11.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,2935,nomeacao,2026-03-11,para exercer o cargo em comissão de Ajudante I,da Fundação Leão XIII -FLXIII,0,nao,,,,,,,,,
JAQUELINE OLIVEIRA MESQUITA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-01-23,2026,nomeacao,JAQUELINE OLIVEIRA MESQUITA,JAQUELINE OLIVEIRA MESQUITA,sim,JAQUELINE OLIVEIRA:MISC|Jaqueline Oliveira Mesquita:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSYVJFNXJTVE5OUlVsMFRsUmpORTFwTURCUmVscEVURlJuTVU1NmEzUlNWR3N6VG1wbk1VMVZWa0pOVkdNMFRWUmpNMDU2VlhoTmFrMTRUV2M5UFE9PQ==,LAKE\RJ\2026\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-01-23.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,3742,,,,,,nao,,,,,,,,,
JAQUELINE OLIVEIRA PAES,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-08-26,2024,nomeacao,JAQUELINE OLIVEIRA PAES,JAQUELINE OLIVEIRA PAES,sim,JAQUELINE OLIVEIRA PAES:MISC|Jaqueline Oliveira Paes:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10WmVsRlZUVEZQVkd0MFVWUkpNVkY1TURCT2VtTjNURlZKTTA1NmEzUk9la0V3VG5wR1FrMTZaek5PVlVVeVRWUmpNMDU2VlhsTmFrbDVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-08-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,2643,,,,,,nao,,,,,,,,,
JAQUELINE PASTORIO,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-21,2024,exoneracao,JAQUELINE PASTORIO,JAQUELINE PASTORIO,sim,JAQUELINE PASTORIO:MISC|Jaqueline Pastorio:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZScmQwNUVWVFZSTUZWMFRucFJlVkpETURCT2FtY3lURlZLUTFKVVRYUk9SRUpHVVhwRk1rMTZTa1ZSVlVVMFRWUmpNMDU2VlhsTmFsVXdUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5170,,,,,,nao,,,,,,,,,
JAQUELINE PASTORIO,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-05-21,2024,nomeacao,JAQUELINE PASTORIO,JAQUELINE PASTORIO,sim,JAQUELINE PASTORIO:MISC|Jaqueline Pastorio:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZScmQwNUVWVFZSTUZWMFRucFJlVkpETURCT2FtY3lURlZLUTFKVVRYUk9SRUpHVVhwRk1rMTZTa1ZSVlVVMFRWUmpNMDU2VlhsTmFsVXdUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\05\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-05-21.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,5182,exoneracao,2024-05-21,do cargo em comissão de Assessor,,0,sim,2024-05-21,do cargo em comissão de Assessor,,0,nao,nao,,,
JAQUELINE PAZ VIEIRA LIMA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-10-17,2025,nomeacao,JAQUELINE PAZ VIEIRA LIMA,JAQUELINE PAZ VIEIRA LIMA,sim,JAQUELINE PAZ VIEIRA LIMA:MISC|Jaqueline Paz Vieira Lima:PER,para exercer o cargo em comissão de Assessor,do Departamento de Transportes Rodoviários do Estado do Rio de Janeiro - DETRO/RJ,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVdwcmVWSkZXa2RQUkdOMFVXcFpOVkpUTURCT1ZGRXpURlZLUTFGclJYUlBWVVpEVWtSQk5FNXFWa2RTUlZWNFRWUmpNMDU2VlhoTmVtTXpUa0U5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1661,,,,,,nao,,,,,,,,,
JAQUELINE PEREIRA COSTA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-17,2025,nomeacao,JAQUELINE PEREIRA COSTA,JAQUELINE PEREIRA COSTA,sim,JAQUELINE PEREIRA COSTA:MISC|Jaqueline Pereira Costa:PER,para exercer o cargo em comissão de Chefe de Centro,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Vk1rMHdWWGhOZW1kMFVYcEtRazFwTURCU2FteERURlJyTWxKcVFYUk5WVTE0VWtSQmVFOVVWVE5PTUVVd1RWUmpNMDU2VlhoT1ZFVXhUMEU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4664,,,,,,nao,,,,,,,,,
JAQUELINE PEREIRA COSTA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-11-04,2025,exoneracao,JAQUELINE PEREIRA COSTA,JAQUELINE PEREIRA COSTA,sim,JAQUELINE PEREIRA COSTA:MISC|Jaqueline Pereira Costa:PER,do cargo em comissão de Chefe de Centro,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwRk1WRlZXWGRPVkZWMFQwUm9RMDU1TURCTk1GWkNURlJyTVUxcldYUk5lbEpIVWxSWmQxSlViRUpOZW1kNVRWUmpNMDU2VlhoTmVsVXlUbEU5UFE9PQ==,LAKE\RJ\2025\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-11-04.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1254,nomeacao,2025-07-17,para exercer o cargo em comissão de Chefe de Centro,,110,nao,,,,,,,,,
JAQUELINE RIBEIRO DA COSTA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-10-18,2024,exoneracao,JAQUELINE RIBEIRO DA COSTA,JAQUELINE RIBEIRO DA COSTA,sim,JAQUELINE RIBEIRO:PER,do cargo em comissão de Ajudante I,da Superintendência da Operação Segurança Presente,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwSk1FNHdUa1pQVlVWMFRsUmpNMDVETURCTmVtUkRURlZKZUZKVVkzUlBSVlpDVWxSck5FMVZSVEJSTUZwRFRWUmpNMDU2VlhoUFJHZDZUbWM5UFE9PQ==,LAKE\RJ\2024\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-10-18.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,1482,,,,,,nao,,,,,,,,,
JAQUELINE RIBEIRO DA COSTA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-11-08,2024,nomeacao,JAQUELINE RIBEIRO DA COSTA,JAQUELINE RIBEIRO DA COSTA,sim,JAQUELINE RIBEIRO:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWxSbk1GSnFhRU5TUlVsMFQwVlJlbEpETURCTlJFVXlURlZGZUZGVVkzUlBSRUYzVVZSak5VNVVWWGRQUlVsM1RWUmpNMDU2VlhoUFJHTXlUbmM5UFE9PQ==,LAKE\RJ\2024\11\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-11-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,859,exoneracao,2024-10-18,do cargo em comissão de Ajudante I,da Superintendência da Operação Segurança Presente,21,sim,2024-10-18,do cargo em comissão de Ajudante I,da Superintendência da Operação Segurança Presente,21,nao,nao,,,
JAQUELINE RIBEIRO DA COSTA,3,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-26,2025,exoneracao,JAQUELINE RIBEIRO DA COSTA,JAQUELINE RIBEIRO DA COSTA,sim,JAQUELINE RIBEIRO:PER,do cargo em comissão de Coordenador,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10YVFrOUVXa1ZOYWsxMFRUQlNRbEpwTURCUFZWVTBURlZGZDA1VVRYUlJhMXBIVG5wa1IwNXJXWGRQVkU1RlRWUmpNMDU2VlhoT1JGbDZUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3612,nomeacao,2024-11-08,,,291,nao,,,,,,,,,
JAQUELINE RIBEIRO DA COSTA,4,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-08-26,2025,nomeacao,JAQUELINE RIBEIRO DA COSTA,JAQUELINE RIBEIRO DA COSTA,sim,JAQUELINE RIBEIRO:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG10YVFrOUVXa1ZOYWsxMFRUQlNRbEpwTURCUFZWVTBURlZGZDA1VVRYUlJhMXBIVG5wa1IwNXJXWGRQVkU1RlRWUmpNMDU2VlhoT1JGbDZUVkU5UFE9PQ==,LAKE\RJ\2025\08\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-08-26.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3613,exoneracao,2025-08-26,do cargo em comissão de Coordenador,,0,sim,2025-08-26,do cargo em comissão de Coordenador,,0,nao,nao,,,
JAQUELINE SILVA DE SOUZA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-25,2025,exoneracao,JAQUELINE SILVA DE SOUZA,JAQUELINE SILVA DE SOUZA,sim,JAQUELINE SILVA:PER,do cargo em comissão de Ajudante I,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVhwSmVFOUZSa05PYTFsMFRqQlpOVkY1TURCT2VtZDVURlJvUWs1cVdYUlNha2swVVRCRk5FNHdUWGhOUkVrMFRWUmpNMDU2VlhoT1ZFRXlUVkU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4522,,,,,,nao,,,,,,,,,
JAQUELINE SOARES DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-04-24,2024,nomeacao,JAQUELINE SOARES DA SILVA,JAQUELINE SOARES DA SILVA,sim,JAQUELINE SOARES DA SILVA:PER,para exercer o cargo em comissão de Ajudante I,da Fundação Leão XIII,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSR1JsRnFTVEpOVkVGMFRtdFdSVTFUTURCUmVsSkhURlJzUTFGNldYUk9hbGsxVG5wRmVrOVVXa0pTUkVKR1RWUmpNMDU2VlRCT2FsRTFUbEU5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-04-24.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,6005,,,,,,nao,,,,,,,,,
JAQUELINE SOARES DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-30,2025,exoneracao,JAQUELINE SOARES DA SILVA,JAQUELINE SOARES DA SILVA,sim,JAQUELINE SOARES DA SILVA:PER,do cargo em comissão de Ajudante I,da Fundação Leão XIII,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFRCS1JsSnJSVEpPYTBsMFRVUnNSVTlUTURCUFZVVjRURlJzUms1VVVYUlNha1pEVFhwbmVWRjZUWHBOYWs1RlRWUmpNMDU2VlhoT1ZFRjVUVUU5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-30.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,4433,nomeacao,2024-04-24,para exercer o cargo em comissão de Ajudante I,da Fundação Leão XIII,462,nao,,,,,,,,,
JAQUELINE SOARES PEREIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-06-02,2025,nomeacao,JAQUELINE SOARES PEREIRA,JAQUELINE SOARES PEREIRA,sim,JAQUELINE SOARES PEREIRA:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSVmQxRlZWWHBOTUZWMFRVUlJOVTlETURCT1JFSkZURlJyTTA1clRYUlNhbEV5VWxSTmVGSlZSVFJOYTFaR1RWUmpNMDU2VlhoT1ZHTTBUWGM5UFE9PQ==,LAKE\RJ\2025\06\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-06-02.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5727,,,,,,nao,,,,,,,,,
JAQUELINE SOUZA SANTANA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-07-01,2025,nomeacao,JAQUELINE SOUZA SANTANA,JAQUELINE SOUZA SANTANA,sim,JAQUELINE SOUZA:MISC|Jaqueline Souza Santana:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtSWk5FNUVTa2RSVkdOMFVXcGplVTlETURCU1ZVNURURlZKZWs1cVVYUlJhbXhGVVZSU1IwNXJTVFZOVkZFMVRWUmpNMDU2VlhoT1ZFMDBUa0U5UFE9PQ==,LAKE\RJ\2025\07\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-07-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,5103,,,,,,nao,,,,,,,,,
JAQUELINE SOUZA SANTANA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-10-13,2025,exoneracao,JAQUELINE SOUZA SANTANA,JAQUELINE SOUZA SANTANA,sim,JAQUELINE SOUZA:MISC|Jaqueline Souza Santana:PER,do cargo em comissão de Assistente,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFVSc1IxSnFWWGhSVkd0MFVrUkZORkZUTURCTmVsa3lURlZLUlUxRlRYUk9hazB5VFVWU1IxSnFUVEZPYTBWNFRWUmpNMDU2VlhoTmVtY3lUMEU5UFE9PQ==,LAKE\RJ\2025\10\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-10-13.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,1933,nomeacao,2025-07-01,,,104,nao,,,,,,,,,
JAQUELINE THOMAZ DA SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-09-09,2025,nomeacao,JAQUELINE THOMAZ DA SILVA,JAQUELINE THOMAZ DA SILVA,sim,JAQUELINE THOMAZ DA SILVA:MISC|Jaqueline Thomaz Da Silva:PER,,da Subsecretaria de Proteção e Bem-Estar Animal - RJPE,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwV1JGSnFUWGRQUkdkMFVYcGpkMDlUTURCT01FMTZURlZHUlUxVVZYUk5WRTAwVFVSSk5VNHdXVEpPVlVsNVRWUmpNMDU2VlhoT1JGRjVUVkU5UFE9PQ==,LAKE\RJ\2025\09\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-09-09.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,3162,,,,,,nao,,,,,,,,,
JAQUELINE THOMAZ DA SILVA,2,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-12-08,2025,exoneracao,JAQUELINE THOMAZ DA SILVA,JAQUELINE THOMAZ DA SILVA,sim,JAQUELINE THOMAZ DA SILVA:MISC|Jaqueline Thomaz Da Silva:PER,do cargo em comissão de Assistente,da Subsecretaria de Proteção e Bem-Estar Animal - Rjpetj,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VG1wVmVrMHdXWHBPUlZWMFRXcGtSVTVwTURCUmFtaEZURlZHUTA5RlNYUk9la2t6VFhwQ1JGRlVXa1JSYW1oRVRWUmpNMDU2VlhoTmVrRXpUbWM5UFE9PQ==,LAKE\RJ\2025\12\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-12-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,367,nomeacao,2025-09-09,,da Subsecretaria de Proteção e Bem-Estar Animal - RJPE,90,nao,,,,,,,,,
JARBAS LEONEL PORFIRIO DE MOURA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2026-03-25,2026,nomeacao,JARBAS LEONEL PORFIRIO DE MOURA,JARBAS LEONEL PORFIRIO DE MOURA,sim,JARBAS:MISC|Jarbas Leonel Porfirio De Moura:PER,,da Superintendência de Avaliação e Acompanhamento do Desempenho Escolar,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VWtWV1ExSkVaM2RPVkVsMFVYcFpOVTFwTURCU2FsWkdURlJvUjFKRlZYUlNWRVpDVVZWUk0wMXJUVE5SVkVFMVRWUmpNMDU2VlhkUFJGbDZUbEU5UFE9PQ==,LAKE\RJ\2026\03\DOERJ_PARTE_I_PODER_EXECUTIVO_2026-03-25.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2026.csv,1300,,,,,,nao,,,,,,,,,
JAR￾BAS LEONEL PORFIRIO DE MOURA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-01-22,2024,exoneracao,JAR￾BAS LEONEL PORFIRIO DE MOURA,JAR￾BAS LEONEL PORFIRIO DE MOURA,sim,LEONEL PORFIRIO DE MOURA:MISC|Leonel Porfirio De Moura:PER,do cargo em comissão de Diretor Regional Pedagógico,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVZSb1JWRjZSa0pQUkd0MFRsVkpNRTVETURCUFZWVXpURlZLUTAxRVkzUk9hMVY2VGtSRmQwNUVhM2xQUkd0M1RWUmpNMDU2VlRCT2FtTXhUbmM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\01\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-01-22.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,8330,,,,,,nao,,,,,,,,,
JASMYN DO CARMO SILVA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-02-01,2024,nomeacao,JASMYN DO CARMO SILVA,JASMYN DO CARMO SILVA,sim,JASMYN DO CARMO SILVA:LOC|Jasmyn Do Carmo Silva:PER,,da Subsecretaria de Logística,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VVd0Uk1GSnFUWHBTYW10MFQxUlplazVETURCTmEwVjZURlJzUjAxVVFYUlNWRXBFVVhwUk5FNHdSWGRSYWs1RFRWUmpNMDU2VlRCT2FtTjVUbWM5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-02-01.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,8071,,,,,,nao,,,,,,,,,
JAULDO DE SOUZA BALTHAZAR FERREIRA,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2024-04-08,2024,exoneracao,JAULDO DE SOUZA BALTHAZAR FERREIRA,JAULDO DE SOUZA BALTHAZAR FERREIRA,sim,JAULDO DE SOUZA:MISC|FERREIRA:ORG|Jauldo De Souza:PER,do cargo em comissão de Assessor,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFZSRk1GRnFaRUpSZWsxMFVXcFpNVkZUTURCTlJGa3lURlZHUmswd1JYUlBWR3N4VG5wQ1JGRnJVa0pTVkZwRlRWUmpNMDU2VlRCT2FsVXdUV2M5UFE9PQ==,D:\github\exoneracoes_nomeacoes_dou\LAKE\RJ\2024\04\DOERJ_PARTE_I_PODER_EXECUTIVO_2024-04-08.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2024.csv,6385,,,,,,nao,,,,,,,,,
JAYME DA SILVA FERREIRA JUNIOR,1,RJ,Diario Oficial do Estado do Rio de Janeiro,2025-02-17,2025,nomeacao,JAYME DA SILVA FERREIRA JUNIOR,JAYME DA SILVA FERREIRA JUNIOR,sim,JAYME DA SILVA FERREIRA:PER,,,Parte I (Poder Executivo),https://www.ioerj.com.br/portal/modules/conteudoonline/mostra_edicao.php?session=VFdwa1IxRnFZekpOVlUxMFRrUmFSRkpwTURCUFJWa3hURlZKTlZGcVVYUlJla0V4VVd0Vk1rNXFVa05OVkU1RlRWUmpNMDU2VlhoT2VrRjVUVkU5UFE9PQ==,LAKE\RJ\2025\02\DOERJ_PARTE_I_PODER_EXECUTIVO_2025-02-17.md,D:\github\exoneracoes_nomeacoes_dou\saida\RJ\DOERJ_2025.csv,8211,,,,,,nao,,,,,,,,,
