nome_normalizado,nome_exemplo,total_atos,total_nomeacoes,total_exoneracoes,total_retornos_apos_exoneracao,primeira_data,ultima_data,cargos_distintos,orgaos_distintos,teve_nomeacao_e_exoneracao,teve_retorno_apos_exoneracao
JULIANA BATEL BARROS LOPES,JULIANA BATEL BARROS LOPES,2,1,1,0,2020-10-23,2020-11-13,1,1,sim,nao
JULIANA BELEM DE SOUZA,JULIANA BELÉM DE SOUZA,1,1,0,0,2025-10-13,2025-10-13,0,1,nao,nao
JULIANA BERALDO CANDIDO,JULIANA BERALDO CANDIDO,1,0,1,0,2021-09-30,2021-09-30,1,1,nao,nao
JULIANA BRAGA SANTOS,JULIANA BRAGA SANTOS,1,1,0,0,2025-08-06,2025-08-06,0,0,nao,nao
JULIANA CABRAL PESSANHA,JULIANA CABRAL PESSANHA,2,1,1,0,2021-09-03,2023-10-18,2,1,sim,nao
JULIANA CAMPOS VIEIRA CRESPO,JULIANA CAMPOS VIEIRA CRESPO,5,2,3,2,2020-10-09,2022-11-17,4,2,sim,sim
JULIANA CARLON DE VASCONCELLOS,JULIANA CARLON DE VASCONCELLOS,4,2,2,1,2021-06-15,2022-04-08,2,2,sim,sim
JULIANA CARRICA BARCELLOS MIRANDA,JULIANA CARRICA BARCELLOS MIRANDA,1,0,1,0,2025-03-12,2025-03-12,1,0,nao,nao
JULIANA CARVALHO COELHO,JULIANA CARVALHO COELHO,1,0,1,0,2025-01-17,2025-01-17,1,0,nao,nao
JULIANA CARVALHO DA SILVA,JULIANA CARVALHO DA SILVA,3,3,0,0,2022-01-26,2023-07-07,1,1,nao,nao
JULIANA CARVALHO DE OLIVEIRA,JULIANA CARVALHO DE OLIVEIRA,1,1,0,0,2020-10-23,2020-10-23,0,0,nao,nao
JULIANA CASTRO LOPES SILVA,JULIANA CASTRO LOPES SILVA,4,3,1,1,2022-05-06,2025-02-11,1,3,sim,sim
JULIANA CHAVES MONTEIRO,JULIANA CHAVES MONTEIRO,3,1,2,1,2023-08-08,2025-11-04,2,0,sim,sim
JULIANA CHAVES RUFINO,JULIANA CHAVES RUFINO,1,1,0,0,2023-04-05,2023-04-05,0,0,nao,nao
JULIANA CLARA AMORIM DE ALMEIDA SOUZA RODRIGUES,JULIANA CLARA AMORIM DE ALMEIDA SOUZA RODRIGUES,1,1,0,0,2023-01-25,2023-01-25,1,1,nao,nao
JULIANA CONTI,JULIANA CONTI,1,1,0,0,2021-04-13,2021-04-13,0,1,nao,nao
JULIANA CORTINES LAXE SILVA,JULIANA CORTINES LAXE SILVA,1,1,0,0,2021-06-01,2021-06-01,1,1,nao,nao
JULIANA COSTA GONCALVES,JULIANA COSTA GONÇALVES,4,1,3,1,2021-02-18,2023-02-28,3,1,sim,sim
JULIANA COSTA LIMA DA FONTE,JULIANA COSTA LIMA DA FONTE,4,2,2,1,2021-08-13,2025-05-21,3,1,sim,sim
JULIANA CRISTINA CALEIA FONSECA,JULIANA CRISTINA CALEIA FONSECA,7,3,4,3,2021-06-11,2026-02-05,4,1,sim,sim
JULIANA CRISTINA VASCONCELLOS,JULIANA CRISTINA VASCONCELLOS,1,1,0,0,2023-03-01,2023-03-01,0,0,nao,nao
JULIANA D'ESCOFFIER DI STASIO,JULIANA D'ESCOFFIER DI STASIO,3,1,2,1,2023-02-14,2023-07-17,2,1,sim,sim
JULIANA DA CONCEICAO SANTOS,JULIANA DA CONCEIÇÃO SANTOS,3,1,2,1,2024-02-23,2024-09-05,2,2,sim,sim
JULIANA DA COSTA DIAS SILVA,JULIANA DA COSTA DIAS SILVA,1,0,1,0,2024-12-05,2024-12-05,1,1,nao,nao
JULIANA DA CRUZ BASTOS,JULIANA DA CRUZ BASTOS,2,1,1,0,2023-09-28,2024-08-02,1,2,sim,nao
JULIANA DA ROCHA PEREIRA,JULIANA DA ROCHA PEREIRA,2,1,1,1,2022-05-16,2022-05-16,1,1,sim,sim
JULIANA DA SILVA COIMBRA,JULIANA DA SILVA COIMBRA,1,1,0,0,2025-01-09,2025-01-09,0,0,nao,nao
JULIANA DA SILVA MIRANDA,JULIANA DA SILVA MIRANDA,1,0,1,0,2021-12-14,2021-12-14,1,1,nao,nao
JULIANA DA SILVA RIBEIRO,JULIANA DA SILVA RIBEIRO,5,2,3,2,2023-05-12,2024-07-01,4,3,sim,sim
JULIANA DE AGUIAR LIMA,JULIANA DE AGUIAR LIMA,1,1,0,0,2025-05-07,2025-05-07,0,1,nao,nao
JULIANA DE ALMEIDA MARCIANO,JULIANA DE ALMEIDA MARCIANO,1,1,0,0,2024-08-30,2024-08-30,0,0,nao,nao
JULIANA DE ANDRADE MONTEIRO DIAS,JULIANA DE ANDRADE MONTEIRO DIAS,1,0,1,0,2026-02-06,2026-02-06,1,0,nao,nao
JULIANA DE AZEVEDO BRUTT,JULIANA DE AZEVEDO BRUTT,1,1,0,0,2023-11-21,2023-11-21,1,1,nao,nao
JULIANA DE LIMA BRANDAO GUIMARAES,JULIANA DE LIMA BRANDÃO GUIMARÃES,2,2,0,0,2022-05-10,2024-08-12,1,1,nao,nao
JULIANA DE MARINS SILVA,JULIANA DE MARINS SILVA,1,1,0,0,2024-10-02,2024-10-02,1,1,nao,nao
JULIANA DE MENDONCA VIEIRA,JULIANA DE MENDONÇA VIEIRA,2,1,1,0,2021-02-18,2021-08-10,2,1,sim,nao
JULIANA DE OLIVEIRA FRANCO,JULIANA DE OLIVEIRA FRANCO,1,1,0,0,2025-11-24,2025-11-24,1,1,nao,nao
JULIANA DE PAULA CAVALCANTE,JULIANA DE PAULA CAVALCANTE,3,2,1,1,2024-08-23,2025-04-29,2,2,sim,sim
JULIANA DE PAULA VILHENA RANGEL DE SA,JULIANA DE PAULA VILHENA RANGEL DE SÁ,1,0,1,0,2022-05-02,2022-05-02,1,1,nao,nao
JULIANA DE SOUSA SILVA,JULIANA DE SOUSA SILVA,1,1,0,0,2020-12-07,2020-12-07,0,1,nao,nao
JULIANA DE SOUZA ABREU,JULIANA DE SOUZA ABREU,1,1,0,0,2025-09-16,2025-09-16,1,1,nao,nao
JULIANA DE SOUZA CANDIANI,JULIANA DE SOUZA CANDIANI,1,1,0,0,2021-03-02,2021-03-02,1,1,nao,nao
JULIANA DE SOUZA E SILVA,JULIANA DE SOUZA E SILVA,1,0,1,0,2024-03-06,2024-03-06,1,0,nao,nao
JULIANA DE SOUZA SILVA,JULIANA DE SOUZA SILVA,1,0,1,0,2021-07-21,2021-07-21,1,1,nao,nao
JULIANA DI CARLA LOCHA MACHADO,JULIANA DI CARLA LOCHA MACHADO,2,1,1,0,2021-03-10,2023-04-25,1,1,sim,nao
JULIANA DIAS ROQUE MARTINS,JULIANA DIAS ROQUE MARTINS,3,2,1,1,2025-08-04,2025-09-02,3,1,sim,sim
JULIANA DIMAS ALVES,JULIANA DIMAS ALVES,2,1,1,0,2021-11-29,2024-10-10,1,2,sim,nao
JULIANA DOBBS DE ALMEIDA,JULIANA DOBBS DE ALMEIDA,2,1,1,1,2023-10-19,2023-10-19,2,1,sim,sim
JULIANA DOMINGUES BRECKENFELD RICARTE,JULIANA DOMINGUES BRECKENFELD RICARTE,1,0,1,0,2025-10-30,2025-10-30,1,0,nao,nao
JULIANA DOS SANTOS DE SOUZA,JULIANA DOS SANTOS DE SOUZA,1,0,1,0,2021-10-07,2021-10-07,1,0,nao,nao
JULIANA DOS SANTOS DUARTE,JULIANA DOS SANTOS DUARTE,1,1,0,0,2025-09-12,2025-09-12,1,1,nao,nao
JULIANA DOS SANTOS GABINA,JULIANA DOS SANTOS GABINA,2,1,1,0,2024-04-18,2026-04-16,2,0,sim,nao
JULIANA DOS SANTOS GERIVAZO,JULIANA DOS SANTOS GERIVAZO,2,1,1,0,2024-02-02,2024-09-03,2,0,sim,nao
JULIANA DUARTE COUTINHO,JULIANA DUARTE COUTINHO,1,1,0,0,2025-06-05,2025-06-05,0,0,nao,nao
JULIANA DUQUE ESTRADA SCHMID PEDRO,JULIANA DUQUE ESTRADA SCHMID PEDRO,2,1,1,1,2022-10-31,2024-09-27,1,2,sim,sim
JULIANA EMERIQUE DE AMORIM COUTINHO,JULIANA EMERIQUE DE AMORIM COUTINHO,1,0,1,0,2021-07-27,2021-07-27,1,1,nao,nao
JULIANA FAGUNDES RIBEIRO,JULIANA FAGUNDES RIBEIRO,1,1,0,0,2026-03-03,2026-03-03,1,0,nao,nao
JULIANA FANT ALVES MACHADO MIRANDA,JULIANA FANT ALVES MACHADO MIRANDA,2,1,1,0,2023-07-17,2023-11-10,1,1,sim,nao
JULIANA FERNANDES DAL PIAZ,JULIANA FERNANDES DAL PIAZ,1,0,1,0,2025-04-28,2025-04-28,1,0,nao,nao
JULIANA FERREIRA DA SILVA ALVES DA SILVA,JULIANA FERREIRA DA SILVA ALVES DA SILVA,1,1,0,0,2021-01-07,2021-01-07,0,1,nao,nao
JULIANA FERREIRA DE ALMEIDA,JULIANA FERREIRA DE ALMEIDA,2,1,1,0,2024-05-03,2025-08-14,2,1,sim,nao
JULIANA FERREIRA DE OLIVEIRA,JULIANA FERREIRA DE OLIVEIRA,2,1,1,0,2024-12-06,2025-06-04,1,0,sim,nao
JULIANA FERREIRA GAZOLLA,JULIANA FERREIRA GAZOLLA,2,1,1,1,2021-06-01,2023-02-28,1,1,sim,sim
JULIANA FERREIRA PINHO,JULIANA FERREIRA PINHO,2,1,1,0,2021-08-09,2021-10-15,1,0,sim,nao
JULIANA FERREIRA ROSA MARQUES,JULIANA FERREIRA ROSA MARQUES,1,1,0,0,2023-08-14,2023-08-14,1,1,nao,nao
JULIANA FIGUEIREDO GOMES ERNESTO,JULIANA FIGUEIREDO GOMES ERNESTO,5,3,2,3,2023-02-14,2024-10-16,3,2,sim,sim
JULIANA FURTADO CARVALHO,JULIANA FURTADO CARVALHO,3,1,2,1,2021-01-19,2024-04-26,2,2,sim,sim
JULIANA GOMES DA COSTA,JULIANA GOMES DA COSTA,3,2,1,1,2023-02-14,2024-09-11,2,1,sim,sim
JULIANA GOMES DO NASCIMENTO,JULIANA GOMES DO NASCIMENTO,1,0,1,0,2024-06-28,2024-06-28,1,1,nao,nao
JULIANA GOMES PINTO,JULIANA GOMES PINTO,1,1,0,0,2020-12-10,2020-12-10,1,1,nao,nao
JULIANA GONCALVES MERCANTE,JULIANA GONCALVES MERCANTE,1,1,0,0,2026-02-03,2026-02-03,0,1,nao,nao
JULIANA GRANATO DA COSTA LIMA,JULIANA GRANATO DA COSTA LIMA,3,1,2,1,2021-02-24,2022-04-06,2,1,sim,sim
JULIANA HORTA BARBOSA CABRAL SIQUEIRA,JULIANA HORTA BARBOSA CABRAL SIQUEIRA,1,0,1,0,2023-04-25,2023-04-25,1,0,nao,nao
JULIANA IGNACIO GUILHERME,JULIANA IGNÁCIO GUILHERME,4,2,2,2,2020-11-03,2021-02-12,2,2,sim,sim
JULIANA JUAREZ ROSA,JULIANA JUAREZ ROSA,1,1,0,0,2024-08-14,2024-08-14,1,1,nao,nao
JULIANA LATINI SILVA,JULIANA LATINI SILVA,1,0,1,0,2022-07-08,2022-07-08,1,0,nao,nao
JULIANA LEMOS FARIAS,JULIANA LEMOS FARIAS,3,2,1,1,2025-02-12,2025-06-17,3,2,sim,sim
JULIANA LESTAYO FIGUEIREDO DA SILVA,JULIANA LESTAYO FIGUEIREDO DA SILVA,1,0,1,0,2020-11-11,2020-11-11,1,0,nao,nao
JULIANA LIMA DE ANDRADE,JULIANA LIMA DE ANDRADE,2,1,1,0,2025-10-02,2025-10-23,1,0,sim,nao
JULIANA LIMA DOS REIS,JULIANA LIMA DOS REIS,1,1,0,0,2023-06-07,2023-06-07,0,1,nao,nao
JULIANA LOPES CASTRO SILVA,JULIANA LOPES CASTRO SILVA,1,1,0,0,2021-09-13,2021-09-13,0,0,nao,nao
JULIANA LOUREIRO PERES DE BRITO,JULIANA LOUREIRO PERES DE BRITO,1,1,0,0,2025-08-01,2025-08-01,1,1,nao,nao
JULIANA LUCIA AVILA,JULIANA LUCIA ÁVILA,4,2,2,1,2024-05-06,2026-05-05,3,2,sim,sim
JULIANA LUIZA BEGNON SANTOS DE ANDRADE TINOCO,JULIANA LUIZA BEGNON SANTOS DE ANDRADE TINOCO,2,1,1,0,2021-04-21,2021-08-16,1,1,sim,nao
JULIANA MACEDO DOS SANTOS,JULIANA MACEDO DOS SANTOS,1,1,0,0,2024-11-01,2024-11-01,1,1,nao,nao
JULIANA MACIEL DE AGUIAR,JULIANA MACIEL DE AGUIAR,3,2,1,1,2023-01-18,2025-02-07,1,2,sim,sim
JULIANA MAGALHAES DE SOUZA,JULIANA MAGALHÃES DE SOUZA,2,1,1,1,2023-06-16,2025-09-05,2,1,sim,sim
JULIANA MANETTA,JULIANA MANETTA,1,1,0,0,2021-08-09,2021-08-09,0,1,nao,nao
JULIANA MARIA DA SILVA,JULIANA MARIA DA SILVA,1,0,1,0,2020-10-28,2020-10-28,1,1,nao,nao
JULIANA MARIA GALVAO SZYMANSKI,JULIANA MARIA GALVÃO SZYMANSKI,6,3,3,3,2023-01-17,2025-03-18,3,2,sim,sim
JULIANA MARIANO DA ROCHA,JULIANA MARIANO DA ROCHA,2,1,1,0,2021-04-16,2022-01-05,1,1,sim,nao
JULIANA MARTINS ALENCAR DO NASCIMENTO,JULIANA MARTINS ALENCAR DO NASCIMENTO,1,1,0,0,2025-10-10,2025-10-10,1,1,nao,nao
JULIANA MARTINS DE SOUZA ALCANTARA,JULIANA MARTINS DE SOUZA ALCANTARA,2,1,1,0,2024-12-19,2026-04-20,2,0,sim,nao
JULIANA MENDES PEREIRA,JULIANA MENDES PEREIRA,1,0,1,0,2026-05-06,2026-05-06,1,1,nao,nao
JULIANA MENDES PIRES,JULIANA MENDES PIRES,1,1,0,0,2024-07-08,2024-07-08,0,1,nao,nao
JULIANA MENDONCA DA SILVA,JULIANA MENDONCA DA SILVA,2,1,1,0,2023-10-24,2023-12-01,1,0,sim,nao
JULIANA MENDONCA DIAS,JULIANA MENDONÇA DIAS,4,2,2,2,2023-07-14,2025-02-04,2,0,sim,sim
JULIANA MENEZES COSTA,JULIANA MENEZES COSTA,4,2,2,1,2020-12-10,2025-01-13,3,1,sim,sim
JULIANA MONTEIRO GOULART FRANCISCO,JULIANA MONTEIRO GOULART FRANCISCO,1,0,1,0,2022-06-01,2022-06-01,1,1,nao,nao
JULIANA MORE,JULIANA MORE,1,1,0,0,2024-09-27,2024-09-27,1,1,nao,nao
JULIANA MOREIRA RODRIGUES DE SOUSA CRESPO,JULIANA MOREIRA RODRIGUES DE SOUSA CRESPO,1,0,1,0,2024-06-05,2024-06-05,1,0,nao,nao
JULIANA MOTTA DE LEMOS MIGON,JULIANA MOTTA DE LEMOS MIGON,2,1,1,0,2024-01-16,2026-04-20,1,1,sim,nao
JULIANA MUSSALAM,JULIANA MUSSALAM,2,1,1,0,2022-08-18,2024-08-21,1,1,sim,nao
JULIANA NASCIMENTO DA COSTA,JULIANA NASCIMENTO DA COSTA,2,1,1,0,2021-06-11,2021-12-28,2,2,sim,nao
JULIANA NASCIMENTO MONTEIRO,JULIANA NASCIMENTO MONTEIRO,1,1,0,0,2025-08-22,2025-08-22,1,1,nao,nao
JULIANA NEVES SANTOS DE FREITAS,JULIANA NEVES SANTOS DE FREITAS,1,0,1,0,2021-04-01,2021-04-01,1,1,nao,nao
JULIANA NUNES PINHEIRO,JULIANA NUNES PINHEIRO,1,1,0,0,2024-11-12,2024-11-12,0,1,nao,nao
JULIANA OLIVEIRA DE ARAUJO,JULIANA OLIVEIRA DE ARAÚJO,1,1,0,0,2023-06-01,2023-06-01,0,0,nao,nao
JULIANA OLIVEIRA DE ARAUJO PEREIRA,JULIANA OLIVEIRA DE ARAÚJO PEREIRA,1,0,1,0,2024-10-09,2024-10-09,1,0,nao,nao
JULIANA OLIVEIRA DOS SANTOS,JULIANA OLIVEIRA DOS SANTOS,1,1,0,0,2021-09-29,2021-09-29,1,1,nao,nao
JULIANA OLIVEIRA EPIFANIO,JULIANA OLIVEIRA EPIFANIO,3,2,1,1,2023-05-08,2024-05-21,2,0,sim,sim
JULIANA OLIVEIRA SANTOS,JULIANA OLIVEIRA SANTOS,1,1,0,0,2024-10-16,2024-10-16,0,0,nao,nao
JULIANA PACHECO DE SOUZA DE FARIA,JULIANA PACHECO DE SOUZA DE FARIA,1,1,0,0,2025-11-13,2025-11-13,1,0,nao,nao
JULIANA PAGUNG MATHIELO,JULIANA PAGUNG MATHIELO,3,1,2,1,2024-09-19,2025-02-03,3,0,sim,sim
JULIANA PAULA SILVA CONCEICAO,JULIANA PAULA SILVA CONCEIÇÃO,1,1,0,0,2025-09-17,2025-09-17,1,0,nao,nao
JULIANA PEIXOTO COSTA MARQUES,JULIANA PEIXOTO COSTA MARQUES,3,1,2,1,2021-09-13,2026-03-25,3,2,sim,sim
JULIANA PEREIRA ALVARENGA,JULIANA PEREIRA ALVARENGA,3,1,2,1,2022-03-15,2023-06-16,2,1,sim,sim
JULIANA PEREIRA DE LIMA,JULIANA PEREIRA DE LIMA,2,1,1,0,2022-07-20,2025-01-06,1,0,sim,nao
JULIANA PEREIRA LANCA DE BRITO,JULIANA PEREIRA LANÇA DE BRITO,1,1,0,0,2024-04-01,2024-04-01,0,0,nao,nao
JULIANA PEREIRA NUNES FRANCA VILELA,JULIANA PEREIRA NUNES FRANÇA VILELA,2,1,1,0,2025-10-06,2026-04-17,2,0,sim,nao
JULIANA PINHEIRO GUIMARAES,JULIANA PINHEIRO GUIMARÃES,3,1,2,1,2022-09-02,2022-11-10,1,1,sim,sim
JULIANA PINTO JOANNOU,JULIANA PINTO JOANNOU,1,1,0,0,2021-07-28,2021-07-28,1,1,nao,nao
JULIANA PRISCILLA GUSMAO CARVALHO,JULIANA PRISCILLA GUSMÃO CARVALHO,2,1,1,1,2022-05-02,2023-03-22,1,1,sim,sim
JULIANA RAMOS CAPOSSOLI,JULIANA RAMOS CAPOSSOLI,2,1,1,1,2023-02-13,2023-02-28,1,0,sim,sim
JULIANA REBELLO GOMES,JULIANA REBELLO GOMES,2,2,0,0,2021-07-26,2021-07-27,0,1,nao,nao
JULIANA RIBEIRO COVA,JULIANA RIBEIRO COVA,4,2,2,1,2021-05-03,2022-08-09,2,2,sim,sim
JULIANA RIBEIRO DE SOUZA,JULIANA RIBEIRO DE SOUZA,2,1,1,0,2021-08-18,2022-03-09,2,0,sim,nao
JULIANA RIBEIRO DO AMARAL TEIXEIRA,JULIANA RIBEIRO DO AMARAL TEIXEIRA,3,2,1,1,2021-06-21,2026-02-10,2,2,sim,sim
JULIANA RIBEIRO OLIVEIRA,JULIANA RIBEIRO OLIVEIRA,2,1,1,1,2021-02-12,2021-02-12,1,2,sim,sim
JULIANA ROCHA DA SILVA,JULIANA ROCHA DA SILVA,1,1,0,0,2024-11-12,2024-11-12,0,0,nao,nao
JULIANA RODRIGUES DA SILVA,JULIANA RODRIGUES DA SILVA,1,0,1,0,2020-12-15,2020-12-15,1,1,nao,nao
JULIANA RODRIGUES DUARTE NOGUEIRA,JULIANA RODRIGUES DUARTE NOGUEIRA,3,2,1,1,2024-11-01,2025-02-21,2,1,sim,sim
JULIANA RODRIGUES OLIVEIRA DE CARVALHO,JULIANA RODRIGUES OLIVEIRA DE CARVALHO,1,1,0,0,2023-07-27,2023-07-27,1,1,nao,nao
JULIANA RODRIGUES TAQUETTE,JULIANA RODRIGUES TAQUETTE,2,1,1,0,2020-11-06,2021-10-14,1,1,sim,nao
JULIANA ROMUALDO DO NASCIMENTO DA SILVA,JULIANA ROMUALDO DO NASCIMENTO DA SILVA,2,1,1,0,2023-04-18,2025-05-14,1,1,sim,nao
JULIANA ROSA,JULIANA ROSA,2,1,1,0,2024-08-12,2024-10-31,2,0,sim,nao
JULIANA SANT'ANNA FERREIRA,JULIANA SANT'ANNA FERREIRA,1,1,0,0,2025-08-13,2025-08-13,0,0,nao,nao
JULIANA SANTOS COSTA REGUEIRA,JULIANA SANTOS COSTA REGUEIRA,1,0,1,0,2025-10-16,2025-10-16,1,1,nao,nao
JULIANA SANTOS DO REGO BARROS,JULIANA SANTOS DO REGO BARROS,1,0,1,0,2024-01-26,2024-01-26,1,0,nao,nao
JULIANA SANTOS RIBEIRO,JULIANA SANTOS RIBEIRO,1,1,0,0,2026-01-08,2026-01-08,0,0,nao,nao
JULIANA SEIXAS BERNARDO,JULIANA SEIXAS BERNARDO,1,1,0,0,2025-03-28,2025-03-28,0,0,nao,nao
JULIANA SENNAS DAVID DE MELLO,JULIANA SENNAS DAVID DE MELLO,2,1,1,0,2021-06-23,2022-08-03,2,1,sim,nao
JULIANA SERRA BONAN,JULIANA SERRA BONAN,1,1,0,0,2024-04-04,2024-04-04,0,0,nao,nao
JULIANA SILVA,JULIANA SILVA,1,1,0,0,2026-03-23,2026-03-23,1,0,nao,nao
JULIANA SILVA ALVES,JULIANA SILVA ALVES,1,1,0,0,2021-02-18,2021-02-18,0,1,nao,nao
JULIANA SILVA DE OLIVEIRA,JULIANA SILVA DE OLIVEIRA,1,1,0,0,2025-07-10,2025-07-10,0,0,nao,nao
JULIANA SILVA PINTO DE ALMEIDA FRANCO,JULIANA SILVA PINTO DE ALMEIDA FRANCO,1,1,0,0,2021-08-05,2021-08-05,1,1,nao,nao
JULIANA SILVA SILVEIRA,JULIANA SILVA SILVEIRA,1,0,1,0,2026-04-17,2026-04-17,1,0,nao,nao
JULIANA SILVEIRA DOS SANTOS LIMA RIBEIRO,JULIANA SILVEIRA DOS SANTOS LIMA RIBEIRO,2,1,1,0,2021-06-18,2022-08-09,1,1,sim,nao
JULIANA SOARES DUARTE MOREIRA,JULIANA SOARES DUARTE MOREIRA,1,1,0,0,2023-10-16,2023-10-16,0,1,nao,nao
JULIANA SOARES THULER,JULIANA SOARES THULER,4,1,3,1,2023-09-15,2025-06-18,2,2,sim,sim
JULIANA SOBRAL DE OLIVEIRA,JULIANA SOBRAL DE OLIVEIRA,1,0,1,0,2024-02-05,2024-02-05,1,0,nao,nao
JULIANA SOUTO DA SILVA VALENTE,JULIANA SOUTO DA SILVA VALENTE,2,1,1,0,2021-06-30,2023-05-08,1,0,sim,nao
JULIANA SOUZA SANCHES,JULIANA SOUZA SANCHES,1,0,1,0,2021-12-08,2021-12-08,1,0,nao,nao
JULIANA SPOHR,JULIANA SPOHR,1,1,0,0,2021-04-07,2021-04-07,1,1,nao,nao
JULIANA TAVARES,JULIANA TAVARES,1,1,0,0,2026-03-13,2026-03-13,1,0,nao,nao
JULIANA TEIXEIRA DE OLIVEIRA,JULIANA TEIXEIRA DE OLIVEIRA,2,1,1,0,2021-04-15,2021-05-13,2,1,sim,nao
JULIANA VALADAO RAMALHO DE ARAUJO,JULIANA VALADÃO RAMALHO DE ARAUJO,1,0,1,0,2022-05-31,2022-05-31,1,1,nao,nao
JULIANA VASCONCELLOS BAPTISTA,JULIANA VASCONCELLOS BAPTISTA,4,2,2,1,2023-01-23,2024-07-17,2,0,sim,sim
JULIANA VASCONCELLOS DE MELLO DUTRA CUNHA,JULIANA VASCONCELLOS DE MELLO DUTRA CUNHA,2,1,1,0,2021-11-12,2023-07-04,2,1,sim,nao
JULIANA VERISSIMO,JULIANA VERÍSSIMO,1,1,0,0,2021-03-15,2021-03-15,1,1,nao,nao
JULIANA VIANA REZENDE,JULIANA VIANA REZENDE,3,1,2,1,2022-05-02,2023-02-27,2,1,sim,sim
JULIANA VICENTE DE OLIVEIRA,JULIANA VICENTE DE OLIVEIRA,1,1,0,0,2024-04-05,2024-04-05,1,1,nao,nao
JULIANE ALMEIDA REBELO,JULIANE ALMEIDA REBELO,1,1,0,0,2023-05-24,2023-05-24,1,0,nao,nao
JULIANE ALVES CARDOSO,JULIANE ALVES CARDOSO,1,0,1,0,2026-01-16,2026-01-16,1,1,nao,nao
JULIANE APARECIDA SOUTO ROCHA,JULIANE APARECIDA SOUTO ROCHA,1,1,0,0,2023-07-06,2023-07-06,0,0,nao,nao
JULIANE BANDEIRA DE MIRANDA,JULIANE BANDEIRA DE MIRANDA,1,1,0,0,2025-07-15,2025-07-15,1,1,nao,nao
JULIANE BAPTISTA ARRAULINO DE MORAES,JULIANE BAPTISTA ARRAULINO DE MORAES,4,3,1,1,2022-03-23,2025-03-10,1,2,sim,sim
JULIANE BRITO LOPES,JULIANE BRITO LOPES,2,1,1,0,2023-05-12,2025-12-30,1,1,sim,nao
JULIANE CANTELMO MONTEIRO,JULIANE CANTELMO MONTEIRO,2,1,1,0,2023-01-09,2025-07-11,2,2,sim,nao
JULIANE CONCEICAO CHIAROMANTE,JULIANE CONCEIÇÃO CHIAROMANTE,1,0,1,0,2025-07-31,2025-07-31,1,1,nao,nao
JULIANE CONCEICAO CHIAROMONTE,JULIANE CONCEIÇÃO CHIAROMONTE,1,1,0,0,2020-10-13,2020-10-13,0,0,nao,nao
JULIANE DE BRITO LEMOS DURAN FERNANDEZ,JULIANE DE BRITO LEMOS DURAN FERNANDEZ,1,1,0,0,2024-01-03,2024-01-03,0,0,nao,nao
JULIANE DE MELO,JULIANE DE MELO,1,1,0,0,2021-02-04,2021-02-04,0,0,nao,nao
JULIANE DE MELO DA SILVA,JULIANE DE MELO DA SILVA,1,0,1,0,2021-07-06,2021-07-06,1,0,nao,nao
JULIANE DE SOUZA MAGIOLE,JULIANE DE SOUZA MAGIOLE,1,0,1,0,2021-03-11,2021-03-11,1,1,nao,nao
JULIANE DOS SANTOS JULIO,JULIANE DOS SANTOS JULIO,3,3,0,0,2026-04-17,2026-04-29,2,2,nao,nao
JULIANE KATHLEN MACILON TAVARES,JULIANE KATHLEN MACILON TAVARES,3,2,1,1,2021-07-13,2021-12-17,3,2,sim,sim
JULIANE MONTEIRO SOUZA,JULIANE MONTEIRO SOUZA,1,0,1,0,2021-10-20,2021-10-20,1,1,nao,nao
JULIANE SA DA SILVA,JULIANE SÁ DA SILVA,2,1,1,0,2021-12-02,2023-02-06,1,1,sim,nao
JULIANE SANTANA DE SOUZA,JULIANE SANTANA DE SOUZA,1,1,0,0,2025-08-04,2025-08-04,1,1,nao,nao
JULIANE TEIXEIRA SILVA,JULIANE TEIXEIRA SILVA,1,0,1,0,2023-01-19,2023-01-19,1,0,nao,nao
JULIANNA GARCIA DE SOUZA MELLO,JULIANNA GARCIA DE SOUZA MELLO,4,2,2,1,2021-06-07,2025-09-05,2,3,sim,sim
JULIANNA PINHEIRO DAIER DAVID,JULIANNA PINHEIRO DAIER DAVID,2,1,1,0,2024-12-20,2025-06-13,1,0,sim,nao
JULIANNE DANTAS SOARES,JULIANNE DANTAS SOARES,1,1,0,0,2026-01-19,2026-01-19,0,0,nao,nao
JULIANO ARAUJO BARROS,JULIANO ARAÚJO BARROS,2,1,1,0,2025-07-15,2025-12-15,1,2,sim,nao
JULIANO BATAGLIA FERREIRA,JULIANO BATAGLIA FERREIRA,1,1,0,0,2025-10-14,2025-10-14,0,0,nao,nao
JULIANO BENTO MAIA,JULIANO BENTO MAIA,4,2,2,1,2021-07-14,2024-06-07,2,1,sim,sim
JULIANO EMERICK DE SOUZA,JULIANO EMERICK DE SOUZA,2,1,1,0,2022-01-19,2022-07-11,1,0,sim,nao
JULIANO FERREIRA DE SOUZA,JULIANO FERREIRA DE SOUZA,2,1,1,1,2021-12-02,2026-02-12,2,1,sim,sim
JULIANO MARIANO FERREIRA DE FREITAS,JULIANO MARIANO FERREIRA DE FREITAS,4,2,2,2,2024-08-01,2025-12-04,3,2,sim,sim
JULIANO PAIS CANOSA PORTILHO DE AVELLAR,JULIANO PAIS CANOSA PORTILHO DE AVELLAR,1,1,0,0,2024-08-05,2024-08-05,0,1,nao,nao
JULIANO PASQUAL,JULIANO PASQUAL,1,0,1,0,2026-04-29,2026-04-29,1,0,nao,nao
